Month,Pangolin,Count
2023-12,JN.1.63.1,1
2023-12,JN.1.64.1,2
2023-12,JN.1.7.1,1
2023-12,JN.1.7.2,13
2023-12,JN.1.8.2,5
2023-12,JN.1.9.1,8
2023-12,JN.13,8
2023-12,JN.14,6
2023-12,JN.15,1
2023-12,JN.16,2
2023-12,JN.2.4,3
2023-12,JN.5.1,1
2023-12,JN.8,1
2023-12,KF.1,4
2023-12,KG.1,1
2023-12,KK.2,2
2023-12,KL.1,21
2023-12,KV.1,1
2023-12,KV.2,7
2023-12,KZ.1,2
2023-12,LE.1,1
2023-12,LV.1,20
2023-12,XBB,3
2023-12,XBB.1.16.13,2
2023-12,XBB.1.16.16,3
2023-12,XBB.1.16.28,6
2023-12,XBB.1.16.30,2
2023-12,XBB.1.16.31,1
2023-12,XBB.1.37.1,1
2023-12,XBB.1.5.1,1
2023-12,XBB.1.5.10,3
2023-12,XBB.1.5.102,1
2023-12,XBB.1.5.16,1
2023-12,XBB.1.5.44,1
2023-12,XBB.1.5.48,1
2023-12,XBB.1.5.72,4
2023-12,XBB.1.5.91,1
2023-12,XBB.1.9.2,3
2023-12,XBB.2.3.10,1
2023-12,XBB.2.3.12,2
2023-12,XBB.2.3.8,2
2023-12,XBB.2.4,1
2023-12,XBC.1.3.1,3
2023-12,XBC.1.6.3,1
2023-12,XCW,1
2023-12,XCY,1
2023-12,XDC,3
2023-12,XDD.1.1,11
2023-12,XDE,5
2023-12,XDF,1
2023-12,XDJ,1
2023-12,XDP.3,3
2023-12,XDQ,2
2023-12,XDR,11
2023-12,XDS,2
2023-12,XDT,2
2023-12,XDV,6
2023-12,XEB,4
2024-01,B,4
2024-01,BA.1.1,4
2024-01,BA.1.1.18,1
2024-01,BA.1.20,1
2024-01,BA.2,41
2024-01,BA.2.86,21
2024-01,BA.2.86.1,342
2024-01,BA.2.86.2,5
2024-01,BA.2.86.3,26
2024-01,BA.2.86.5,5
2024-01,BA.2.86.6,2
2024-01,BA.4.6,2
2024-01,BA.5.1.30,1
2024-01,BQ.1,1
2024-01,BQ.1.1.4,1
2024-01,CH.1.1.1,3
2024-01,DT.3,1
2024-01,DV.7.1.2,1
2024-01,DV.7.1.4,5
2024-01,EG.10.1,1
2024-01,EG.10.1.1,2
2024-01,EG.2,1
2024-01,EG.5,1
2024-01,EG.5.1,30
2024-01,EG.5.1.1,41
2024-01,EG.5.1.13,7
2024-01,EG.5.1.14,10
2024-01,EG.5.1.16,8
2024-01,EG.5.1.19,7
2024-01,EG.5.1.2,1
2024-01,EG.5.1.3,21
2024-01,EG.5.1.4,9
2024-01,EG.5.1.5,2
2024-01,EG.5.1.6,44
2024-01,EG.5.1.8,15
2024-01,EG.6.1,3
2024-01,EG.6.1.1,2
2024-01,EG.7,1
2024-01,FD.1.1,1
2024-01,FL.1.5.1,71
2024-01,FL.15,2
2024-01,FL.15.1.1,22
2024-01,FL.20.1,2
2024-01,FL.20.2,5
2024-01,FL.24.1,2
2024-01,FL.33,1
2024-01,FL.36,3
2024-01,FU.2,3
2024-01,FW.1,1
2024-01,FW.1.1.1,32
2024-01,FY.1.2,10
2024-01,FY.3,1
2024-01,FY.5.1,5
2024-01,FY.5.1.1,7
2024-01,FY.5.2,2
2024-01,FY.5.5,4
2024-01,FY.5.5.1,11
2024-01,FY.8.1,2
2024-01,GA.10.1,1
2024-01,GA.4.1,8
2024-01,GE.1,6
2024-01,GE.1.2,1
2024-01,GE.1.2.2,1
2024-01,GE.1.3,1
2024-01,GE.1.4,1
2024-01,GJ.1.2.2,3
2024-01,GJ.1.2.6,4
2024-01,GJ.1.2.8,1
2024-01,GJ.5.1,3
2024-01,GK.1,2
2024-01,GK.1.1,25
2024-01,GK.1.1.1,25
2024-01,GK.1.11,1
2024-01,GK.1.2.1,1
2024-01,GK.1.4,1
2024-01,GK.1.6.1,3
2024-01,GK.1.8,10
2024-01,GK.2,2
2024-01,GK.2.1,2
2024-01,GK.2.4,1
2024-01,GK.8.1,1
2024-01,GN.1.1,1
2024-01,GS.3,1
2024-01,GS.4,5
2024-01,GS.4.1,27
2024-01,GW.5.1.1,15
2024-01,GW.5.3,6
2024-01,GW.5.3.1,9
2024-01,HB.1,1
2024-01,HF.1,6
2024-01,HF.1.1,4
2024-01,HF.1.2,5
2024-01,HK.1,1
2024-01,HK.1.2,3
2024-01,HK.11.1,4
2024-01,HK.13,8
2024-01,HK.13.1,8
2024-01,HK.13.2.1,3
2024-01,HK.17,2
2024-01,HK.19,3
2024-01,HK.2.1,3
2024-01,HK.20.1,22
2024-01,HK.22,2
2024-01,HK.24.1,6
2024-01,HK.26,28
2024-01,HK.26.1,3
2024-01,HK.27,1
2024-01,HK.27.1,11
2024-01,HK.27.1.1,1
2024-01,HK.28,2
2024-01,HK.3,112
2024-01,HK.3.1,21
2024-01,HK.3.10,8
2024-01,HK.3.11,2
2024-01,HK.3.12,6
2024-01,HK.3.13,7
2024-01,HK.3.14,8
2024-01,HK.3.2,79
2024-01,HK.3.2.1,5
2024-01,HK.3.2.2,9
2024-01,HK.3.3,2
2024-01,HK.3.4,7
2024-01,HK.3.5,1
2024-01,HK.30,2
2024-01,HK.31,1
2024-01,HK.33,1
2024-01,HK.6,4
2024-01,HK.8.1,7
2024-01,HN.1,5
2024-01,HN.4,2
2024-01,HN.5,13
2024-01,HN.6,1
2024-01,HN.7,1
2024-01,HN.8,4
2024-01,HV.1,980
2024-01,HV.1.1,158
2024-01,HV.1.10,18
2024-01,HV.1.11,14
2024-01,HV.1.2,23
2024-01,HV.1.3,1
2024-01,HV.1.4,8
2024-01,HV.1.5,8
2024-01,HV.1.6,6
2024-01,HV.1.6.1,2
2024-01,HV.1.8,11
2024-01,HV.2,10
2024-01,HW.1.1,1
2024-01,JC.1,5
2024-01,JC.2,1
2024-01,JC.5,8
2024-01,JC.5.1,48
2024-01,JD.1,2
2024-01,JD.1.1,208
2024-01,JD.1.1.1,117
2024-01,JD.1.1.2,2
2024-01,JD.1.1.3,12
2024-01,JD.1.1.4,5
2024-01,JD.1.1.5,9
2024-01,JD.1.1.6,5
2024-01,JD.1.1.7,19
2024-01,JD.1.1.8,21
2024-01,JE.1,5
2024-01,JE.1.1.1,11
2024-01,JF.1,18
2024-01,JF.1.1,40
2024-01,JF.1.1.2,4
2024-01,JF.4,2
2024-01,JG.1,1
2024-01,JG.2,1
2024-01,JG.3,218
2024-01,JG.3.1,28
2024-01,JG.3.2,143
2024-01,JG.3.3,1
2024-01,JG.3.4,11
2024-01,JJ.1,4
2024-01,JM.1,1
2024-01,JM.2,1
2024-01,JN.1,10098
2024-01,JN.1.1,1628
2024-01,JN.1.1.1,59
2024-01,JN.1.1.10,9
2024-01,JN.1.1.2,9
2024-01,JN.1.1.3,30
2024-01,JN.1.1.4,23
2024-01,JN.1.1.5,16
2024-01,JN.1.1.6,1
2024-01,JN.1.1.7,11
2024-01,JN.1.1.9,2
2024-01,JN.1.10,17
2024-01,JN.1.11,17
2024-01,JN.1.11.1,28
2024-01,JN.1.12,5
2024-01,JN.1.13,16
2024-01,JN.1.13.1,133
2024-01,JN.1.14,22
2024-01,JN.1.15,30
2024-01,JN.1.15.1,3
2024-01,JN.1.16,39
2024-01,JN.1.16.1,4
2024-01,JN.1.16.2,2
2024-01,JN.1.17,68
2024-01,JN.1.18,187
2024-01,JN.1.19,242
2024-01,JN.1.2,314
2024-01,JN.1.2.1,6
2024-01,JN.1.20,35
2024-01,JN.1.21,54
2024-01,JN.1.22,342
2024-01,JN.1.24,43
2024-01,JN.1.25,3
2024-01,JN.1.25.1,5
2024-01,JN.1.26,15
2024-01,JN.1.27,34
2024-01,JN.1.28,33
2024-01,JN.1.28.1,4
2024-01,JN.1.29,47
2024-01,JN.1.3,75
2024-01,JN.1.30,33
2024-01,JN.1.30.1,2
2024-01,JN.1.31,130
2024-01,JN.1.32,123
2024-01,JN.1.32.1,20
2024-01,JN.1.34,37
2024-01,JN.1.35,2
2024-01,JN.1.36,2
2024-01,JN.1.37,28
2024-01,JN.1.38,170
2024-01,JN.1.38.1,46
2024-01,JN.1.39,548
2024-01,JN.1.39.2,1
2024-01,JN.1.39.3,12
2024-01,JN.1.4,4645
2024-01,JN.1.4.1,55
2024-01,JN.1.4.2,359
2024-01,JN.1.4.3,43
2024-01,JN.1.4.4,17
2024-01,JN.1.4.5,1122
2024-01,JN.1.4.6,55
2024-01,JN.1.4.7,94
2024-01,JN.1.4.8,5
2024-01,JN.1.4.9,1
2024-01,JN.1.40,2
2024-01,JN.1.41,62
2024-01,JN.1.42,280
2024-01,JN.1.42.1,9
2024-01,JN.1.42.2,9
2024-01,JN.1.43,184
2024-01,JN.1.43.1,140
2024-01,JN.1.44,10
2024-01,JN.1.44.1,1
2024-01,JN.1.45,173
2024-01,JN.1.46,142
2024-01,JN.1.47,141
2024-01,JN.1.47.1,4
2024-01,JN.1.47.2,30
2024-01,JN.1.48,6
2024-01,JN.1.49,42
2024-01,JN.1.49.1,8
2024-01,JN.1.5,87
2024-01,JN.1.51,15
2024-01,JN.1.51.1,1
2024-01,JN.1.52,75
2024-01,JN.1.53,30
2024-01,JN.1.53.1,7
2024-01,JN.1.54,18
2024-01,JN.1.55,45
2024-01,JN.1.56,9
2024-01,JN.1.57,8
2024-01,JN.1.58,28
2024-01,JN.1.58.2,3
2024-01,JN.1.58.3,1
2024-01,JN.1.59,78
2024-01,JN.1.6,181
2024-01,JN.1.6.1,35
2024-01,JN.1.60,37
2024-01,JN.1.61,8
2024-01,JN.1.63,36
2024-01,JN.1.63.1,6
2024-01,JN.1.64,97
2024-01,JN.1.64.1,11
2024-01,JN.1.65,55
2024-01,JN.1.67,16
2024-01,JN.1.68,13
2024-01,JN.1.68.1,4
2024-01,JN.1.69,21
2024-01,JN.1.7,402
2024-01,JN.1.7.1,10
2024-01,JN.1.7.2,36
2024-01,JN.1.7.3,6
2024-01,JN.1.7.5,115
2024-01,JN.1.7.7,1
2024-01,JN.1.8,201
2024-01,JN.1.8.1,536
2024-01,JN.1.8.2,7
2024-01,JN.1.8.3,70
2024-01,JN.1.8.4,11
2024-01,JN.1.9,375
2024-01,JN.1.9.1,23
2024-01,JN.1.9.2,1
2024-01,JN.10,37
2024-01,JN.11,10
2024-01,JN.11.1,3
2024-01,JN.12,1
2024-01,JN.13,6
2024-01,JN.13.1,4
2024-01,JN.14,10
2024-01,JN.15,1
2024-01,JN.16,3
2024-01,JN.18,86
2024-01,JN.2,189
2024-01,JN.2.1,4
2024-01,JN.2.2,6
2024-01,JN.2.3,5
2024-01,JN.2.4,1
2024-01,JN.2.5,9
2024-01,JN.3,79
2024-01,JN.3.1,1
2024-01,JN.3.2.1,1
2024-01,JN.3.3,42
2024-01,JN.4,51
2024-01,JN.5,7
2024-01,JN.6,112
2024-01,JN.7,8
2024-01,JN.9,12
2024-01,JP.1.1,2
2024-01,JQ.1,8
2024-01,JR.1.1,52
2024-01,JY.1,2
2024-01,JY.1.1,4
2024-01,KA.1,4
2024-01,KB.1,5
2024-01,KB.2,3
2024-01,KB.4,2
2024-01,KC.1,30
2024-01,KC.1.1,5
2024-01,KE.1,12
2024-01,KE.2,1
2024-01,KE.3,8
2024-01,KF.1,2
2024-01,KH.1,1
2024-01,KK.1,12
2024-01,KK.2,1
2024-01,KL.1,16
2024-01,KL.1.1,6
2024-01,KN.1.1,1
2024-01,KP.1,7
2024-01,KP.2,2
2024-01,KP.3.2,1
2024-01,KP.4.1,1
2024-01,KP.4.2,1
2024-01,KQ.1,39
2024-01,KR.1,1
2024-01,KT.1,102
2024-01,KT.1.1,91
2024-01,KT.1.2,59
2024-01,KU.1,1
2024-01,KV.1,4
2024-01,KV.2,73
2024-01,KW.1,1
2024-01,KY.1,2
2024-01,KZ.1,2
2024-01,LB.1,7
2024-01,LB.1.11,1
2024-01,LB.1.3,1
2024-01,LC.1,3
2024-01,LE.1,8
2024-01,LE.1.2,1
2024-01,LL.1,1
2024-01,LQ.3,2
2024-01,LV.1,2
2024-01,LZ.5,1
2024-01,XBB,1
2024-01,XBB.1,1
2024-01,XBB.1.16,11
2024-01,XBB.1.16.11,51
2024-01,XBB.1.16.15,34
2024-01,XBB.1.16.16,1
2024-01,XBB.1.16.17,6
2024-01,XBB.1.16.2,3
2024-01,XBB.1.16.23,6
2024-01,XBB.1.16.26,1
2024-01,XBB.1.16.27,4
2024-01,XBB.1.16.6,79
2024-01,XBB.1.16.9,1
2024-01,XBB.1.19.1,1
2024-01,XBB.1.28,2
2024-01,XBB.1.41.1,6
2024-01,XBB.1.41.2,4
2024-01,XBB.1.41.3,1
2024-01,XBB.1.42.1,2
2024-01,XBB.1.5,2
2024-01,XBB.1.5.102,1
2024-01,XBB.1.5.109,2
2024-01,XBB.1.5.17,1
2024-01,XBB.1.5.25,1
2024-01,XBB.1.9,6
2024-01,XBB.1.9.2,1
2024-01,XBB.2.3,2
2024-01,XBB.2.3.11,1
2024-01,XBB.2.3.3,3
2024-01,XBC.1.3.1,4
2024-01,XCH,2
2024-01,XCH.1,3
2024-01,XCP,3
2024-01,XCR,8
2024-01,XCT.1,4
2024-01,XCU,4
2024-01,XCZ,1
2024-01,XDA,42
2024-01,XDA.1,9
2024-01,XDD,107
2024-01,XDD.1,9
2024-01,XDD.1.1,13
2024-01,XDD.2,6
2024-01,XDE,2
2024-01,XDK,39
2024-01,XDK.2,9
2024-01,XDK.4,2
2024-01,XDL,3
2024-01,XDM,8
2024-01,XDN,136
2024-01,XDP,64
2024-01,XDP.1,17
2024-01,XDP.3,10
2024-01,XDQ,6
2024-01,XDQ.1,1
2024-01,XDQ.2,2
2024-01,XDQ.3,1
2024-01,XDR,24
2024-01,XDS,19
2024-01,XDT,11
2024-01,XDV,3
2024-01,XEB,1
2024-01,XEG,1
2024-01,unclassifiable,535
2024-02,BA.1.17.2,1
2024-02,BA.2,15
2024-02,BA.2.86,4
2024-02,BA.2.86.1,145
2024-02,BA.2.86.2,2
2024-02,BA.2.86.3,6
2024-02,BA.2.86.5,1
2024-02,BA.2.86.6,2
2024-02,BA.4.6,1
2024-02,BA.5.1.25,1
2024-02,BA.5.2,1
2024-02,BA.5.2.1,1
2024-02,BF.7.8,1
2024-02,BQ.1.1,1
2024-02,CH.1.1.1,2
2024-02,EG.5,1
2024-02,EG.5.1,7
2024-02,EG.5.1.1,4
2024-02,EG.5.1.13,1
2024-02,EG.5.1.19,3
2024-02,EG.5.1.3,10
2024-02,EG.5.1.4,2
2024-02,EG.5.1.6,5
2024-02,EG.5.1.8,1
2024-02,EU.1.1,1
2024-02,FL.1.5.1,5
2024-02,FL.13.4.1,2
2024-02,FL.15.1.1,3
2024-02,FU.2,1
2024-02,FW.1.1.1,8
2024-02,FY.1.2,1
2024-02,FY.5.5,1
2024-02,GE.1,2
2024-02,GE.1.2.1,1
2024-02,GJ.1.2.2,1
2024-02,GK.1.1,4
2024-02,GK.1.1.1,4
2024-02,GK.1.6.1,1
2024-02,GK.2.1,1
2024-02,GS.4.1,2
2024-02,GV.1,1
2024-02,GW.5.1.1,6
2024-02,GW.5.3,2
2024-02,HC.2,1
2024-02,HF.1.1,2
2024-02,HK.11.1,1
2024-02,HK.13.1,6
2024-02,HK.20.1,1
2024-02,HK.24.1,1
2024-02,HK.26,5
2024-02,HK.3,24
2024-02,HK.3.1,5
2024-02,HK.3.12,1
2024-02,HK.3.2,20
2024-02,HK.3.9,1
2024-02,HN.5,1
2024-02,HV.1,84
2024-02,HV.1.1,31
2024-02,HV.1.10,1
2024-02,HV.1.11,2
2024-02,HV.1.2,2
2024-02,HV.1.3,1
2024-02,HV.1.5,1
2024-02,HV.1.6,3
2024-02,HV.2,1
2024-02,JC.4,2
2024-02,JC.5,5
2024-02,JC.5.1,22
2024-02,JD.1.1,15
2024-02,JD.1.1.1,17
2024-02,JD.1.1.3,9
2024-02,JD.1.1.5,1
2024-02,JD.1.1.6,14
2024-02,JD.1.1.7,2
2024-02,JD.1.1.8,1
2024-02,JE.1,2
2024-02,JE.1.1.1,1
2024-02,JF.1,6
2024-02,JF.1.1,3
2024-02,JF.1.1.2,1
2024-02,JF.4,2
2024-02,JG.3,43
2024-02,JG.3.1,8
2024-02,JG.3.2,41
2024-02,JG.3.4,3
2024-02,JJ.1,1
2024-02,JN.1,5795
2024-02,JN.1.1,583
2024-02,JN.1.1.1,23
2024-02,JN.1.1.10,2
2024-02,JN.1.1.2,5
2024-02,JN.1.1.3,14
2024-02,JN.1.1.4,3
2024-02,JN.1.1.5,4
2024-02,JN.1.1.6,6
2024-02,JN.1.1.7,3
2024-02,JN.1.1.8,2
2024-02,JN.1.1.9,3
2024-02,JN.1.10,4
2024-02,JN.1.11,28
2024-02,JN.1.11.1,65
2024-02,JN.1.12,3
2024-02,JN.1.13,8
2024-02,JN.1.13.1,303
2024-02,JN.1.14,15
2024-02,JN.1.15,24
2024-02,JN.1.15.1,11
2024-02,JN.1.16,63
2024-02,JN.1.16.1,14
2024-02,JN.1.16.2,7
2024-02,JN.1.16.3,1
2024-02,JN.1.16.5,3
2024-02,JN.1.17,24
2024-02,JN.1.18,232
2024-02,JN.1.18.2,5
2024-02,JN.1.18.3,3
2024-02,JN.1.19,155
2024-02,JN.1.2,185
2024-02,JN.1.20,26
2024-02,JN.1.21,26
2024-02,JN.1.22,173
2024-02,JN.1.23,2
2024-02,JN.1.24,17
2024-02,JN.1.24.1,1
2024-02,JN.1.25,1
2024-02,JN.1.25.1,8
2024-02,JN.1.26,17
2024-02,JN.1.27,34
2024-02,JN.1.28,49
2024-02,JN.1.28.1,6
2024-02,JN.1.29,39
2024-02,JN.1.3,29
2024-02,JN.1.30,19
2024-02,JN.1.30.1,4
2024-02,JN.1.31,77
2024-02,JN.1.32,164
2024-02,JN.1.32.1,34
2024-02,JN.1.34,42
2024-02,JN.1.35,2
2024-02,JN.1.36,1
2024-02,JN.1.37,23
2024-02,JN.1.38,97
2024-02,JN.1.38.1,31
2024-02,JN.1.39,384
2024-02,JN.1.39.1,3
2024-02,JN.1.39.2,7
2024-02,JN.1.39.3,12
2024-02,JN.1.4,3182
2024-02,JN.1.4.1,28
2024-02,JN.1.4.2,265
2024-02,JN.1.4.3,43
2024-02,JN.1.4.4,11
2024-02,JN.1.4.5,689
2024-02,JN.1.4.6,93
2024-02,JN.1.4.7,74
2024-02,JN.1.4.8,19
2024-02,JN.1.4.9,2
2024-02,JN.1.40,1
2024-02,JN.1.41,23
2024-02,JN.1.42,194
2024-02,JN.1.42.1,4
2024-02,JN.1.42.2,11
2024-02,JN.1.43,91
2024-02,JN.1.43.1,113
2024-02,JN.1.44,5
2024-02,JN.1.45,68
2024-02,JN.1.46,140
2024-02,JN.1.47,60
2024-02,JN.1.47.1,6
2024-02,JN.1.47.2,25
2024-02,JN.1.48,7
2024-02,JN.1.49,28
2024-02,JN.1.49.1,1
2024-02,JN.1.5,78
2024-02,JN.1.51,8
2024-02,JN.1.51.1,3
2024-02,JN.1.52,48
2024-02,JN.1.53,19
2024-02,JN.1.53.1,7
2024-02,JN.1.54,7
2024-02,JN.1.55,29
2024-02,JN.1.55.2,2
2024-02,JN.1.56,10
2024-02,JN.1.57,15
2024-02,JN.1.58,30
2024-02,JN.1.58.3,1
2024-02,JN.1.59,29
2024-02,JN.1.6,116
2024-02,JN.1.6.1,34
2024-02,JN.1.60,24
2024-02,JN.1.61,9
2024-02,JN.1.63,18
2024-02,JN.1.63.1,5
2024-02,JN.1.64,67
2024-02,JN.1.64.1,5
2024-02,JN.1.65,56
2024-02,JN.1.67,7
2024-02,JN.1.68,26
2024-02,JN.1.68.1,1
2024-02,JN.1.69,15
2024-02,JN.1.7,735
2024-02,JN.1.7.1,20
2024-02,JN.1.7.2,105
2024-02,JN.1.7.3,5
2024-02,JN.1.7.4,10
2024-02,JN.1.7.5,221
2024-02,JN.1.7.6,3
2024-02,JN.1.8,133
2024-02,JN.1.8.1,797
2024-02,JN.1.8.2,5
2024-02,JN.1.8.3,57
2024-02,JN.1.8.4,5
2024-02,JN.1.9,204
2024-02,JN.1.9.1,41
2024-02,JN.1.9.2,3
2024-02,JN.10,5
2024-02,JN.11,2
2024-02,JN.11.1,4
2024-02,JN.13,1
2024-02,JN.13.1,2
2024-02,JN.14,1
2024-02,JN.15,4
2024-02,JN.16,2
2024-02,JN.17,2
2024-02,JN.18,10
2024-02,JN.19,2
2024-02,JN.2,59
2024-02,JN.2.1,5
2024-02,JN.2.2,2
2024-02,JN.2.2.1,1
2024-02,JN.2.3,1
2024-02,JN.2.5,20
2024-02,JN.3,22
2024-02,JN.3.3,15
2024-02,JN.4,14
2024-02,JN.5,2
2024-02,JN.6,18
2024-02,JN.7,1
2024-02,JN.9,5
2024-02,JQ.1,4
2024-02,JQ.2.1,1
2024-02,JR.1.1,8
2024-02,KB.1,2
2024-02,KB.4,1
2024-02,KC.1,3
2024-02,KE.1,2
2024-02,KE.2,1
2024-02,KE.3,1
2024-02,KH.1,1
2024-02,KK.1,1
2024-02,KL.1,6
2024-02,KP.1,13
2024-02,KP.1.1,14
2024-02,KP.1.1.1,3
2024-02,KP.2,37
2024-02,KP.2.2,1
2024-02,KP.2.25,1
2024-02,KP.3,1
2024-02,KP.3.1,4
2024-02,KP.3.1.4,1
2024-02,KP.3.4,2
2024-02,KP.4,2
2024-02,KP.4.1,1
2024-02,KP.4.1.1,2
2024-02,KP.4.2,9
2024-02,KP.7,2
2024-02,KQ.1,181
2024-02,KR.1,6
2024-02,KS.1,3
2024-02,KS.2,1
2024-02,KT.1,52
2024-02,KT.1.1,29
2024-02,KT.1.2,45
2024-02,KU.1,3
2024-02,KU.2,4
2024-02,KU.2.2,3
2024-02,KV.1,1
2024-02,KV.2,148
2024-02,KW.1,18
2024-02,KW.1.1,1
2024-02,KY.1,9
2024-02,KZ.1,3
2024-02,KZ.1.1,5
2024-02,LA.1,3
2024-02,LB.1,2
2024-02,LC.1,5
2024-02,LE.1,9
2024-02,LE.1.1,2
2024-02,LE.1.2,1
2024-02,LF.1,5
2024-02,LF.1.1,5
2024-02,LF.4,3
2024-02,LK.1,1
2024-02,LL.1,3
2024-02,LM.1,2
2024-02,LQ.3,4
2024-02,MD.3,1
2024-02,MZ.2,1
2024-02,XBB.1.16,3
2024-02,XBB.1.16.11,7
2024-02,XBB.1.16.15,8
2024-02,XBB.1.16.6,5
2024-02,XBB.1.16.9,1
2024-02,XBB.1.19.1,1
2024-02,XBB.1.28,1
2024-02,XBB.1.5,7
2024-02,XBB.1.5.20,1
2024-02,XBB.1.5.28,1
2024-02,XBB.1.5.4,1
2024-02,XBB.2.3,3
2024-02,XBB.2.3.11,1
2024-02,XBB.2.3.2,1
2024-02,XBB.2.3.3,1
2024-02,XBC.1.3.1,1
2024-02,XCU,1
2024-02,XDA,7
2024-02,XDA.1,2
2024-02,XDD,61
2024-02,XDD.1,30
2024-02,XDD.1.1,12
2024-02,XDD.1.1.1,1
2024-02,XDD.2,1
2024-02,XDK,75
2024-02,XDK.1,3
2024-02,XDK.1.2,1
2024-02,XDK.2,2
2024-02,XDK.4,2
2024-02,XDL,1
2024-02,XDN,23
2024-02,XDP,100
2024-02,XDP.1,32
2024-02,XDP.3,8
2024-02,XDQ,2
2024-02,XDQ.1,1
2024-02,XDQ.2,1
2024-02,XDR,72
2024-02,XDR.1,1
2024-02,XDS,27
2024-02,XDT,15
2024-02,XDV,1
2024-02,XEB,13
2024-02,XEG,2
2024-02,unclassifiable,254
2024-03,B.1,1
2024-03,B.1.1.7,1
2024-03,BA.1.15.1,1
2024-03,BA.1.18,1
2024-03,BA.2,11
2024-03,BA.2.86,2
2024-03,BA.2.86.1,41
2024-03,BA.2.86.3,3
2024-03,BA.5.1.30,1
2024-03,BA.5.2.6,2
2024-03,BE.1.1,1
2024-03,BF.7,1
2024-03,BQ.1.1,2
2024-03,BQ.1.1.23,1
2024-03,EG.5.1.3,1
2024-03,EG.5.1.6,1
2024-03,FL.1.5.1,1
2024-03,FU.2.1,2
2024-03,FY.5.1,4
2024-03,FY.5.5,1
2024-03,GE.1.2.2,2
2024-03,GK.1.1,3
2024-03,GW.5.1.1,1
2024-03,HF.1,1
2024-03,HK.13,1
2024-03,HK.13.1,2
2024-03,HK.21,1
2024-03,HK.26,1
2024-03,HK.3,1
2024-03,HK.3.2,3
2024-03,HK.6,1
2024-03,HN.5,1
2024-03,HV.1,13
2024-03,HV.1.1,3
2024-03,JC.1,1
2024-03,JC.5.1,7
2024-03,JD.1.1,3
2024-03,JD.1.1.1,3
2024-03,JD.1.1.3,3
2024-03,JE.1,2
2024-03,JE.1.1.1,1
2024-03,JG.3,2
2024-03,JG.3.2,2
2024-03,JN.1,1853
2024-03,JN.1.1,110
2024-03,JN.1.1.1,8
2024-03,JN.1.1.2,1
2024-03,JN.1.1.3,11
2024-03,JN.1.1.5,4
2024-03,JN.1.1.6,7
2024-03,JN.1.1.8,3
2024-03,JN.1.1.9,1
2024-03,JN.1.10,5
2024-03,JN.1.11,17
2024-03,JN.1.11.1,76
2024-03,JN.1.11.2,5
2024-03,JN.1.12,1
2024-03,JN.1.13,7
2024-03,JN.1.13.1,194
2024-03,JN.1.14,3
2024-03,JN.1.15,8
2024-03,JN.1.15.1,1
2024-03,JN.1.16,54
2024-03,JN.1.16.1,32
2024-03,JN.1.16.2,4
2024-03,JN.1.16.3,2
2024-03,JN.1.17,4
2024-03,JN.1.18,180
2024-03,JN.1.18.1,3
2024-03,JN.1.18.2,25
2024-03,JN.1.18.3,8
2024-03,JN.1.18.5,1
2024-03,JN.1.18.9,1
2024-03,JN.1.19,52
2024-03,JN.1.2,31
2024-03,JN.1.20,19
2024-03,JN.1.21,11
2024-03,JN.1.22,49
2024-03,JN.1.23,6
2024-03,JN.1.23.1,2
2024-03,JN.1.24,3
2024-03,JN.1.24.1,3
2024-03,JN.1.25,1
2024-03,JN.1.25.1,3
2024-03,JN.1.26,8
2024-03,JN.1.27,8
2024-03,JN.1.28,6
2024-03,JN.1.28.1,2
2024-03,JN.1.29,7
2024-03,JN.1.29.1,3
2024-03,JN.1.3,16
2024-03,JN.1.30,7
2024-03,JN.1.30.1,9
2024-03,JN.1.31,21
2024-03,JN.1.32,148
2024-03,JN.1.32.1,56
2024-03,JN.1.34,13
2024-03,JN.1.35,1
2024-03,JN.1.36,2
2024-03,JN.1.37,5
2024-03,JN.1.38,14
2024-03,JN.1.38.1,9
2024-03,JN.1.39,128
2024-03,JN.1.39.1,4
2024-03,JN.1.39.2,6
2024-03,JN.1.39.3,17
2024-03,JN.1.4,1143
2024-03,JN.1.4.1,10
2024-03,JN.1.4.2,91
2024-03,JN.1.4.3,29
2024-03,JN.1.4.4,4
2024-03,JN.1.4.5,243
2024-03,JN.1.4.6,72
2024-03,JN.1.4.7,32
2024-03,JN.1.4.8,20
2024-03,JN.1.4.9,2
2024-03,JN.1.40,5
2024-03,JN.1.41,2
2024-03,JN.1.42,58
2024-03,JN.1.42.1,1
2024-03,JN.1.42.2,7
2024-03,JN.1.43,34
2024-03,JN.1.43.1,55
2024-03,JN.1.45,31
2024-03,JN.1.46,14
2024-03,JN.1.47,10
2024-03,JN.1.47.1,2
2024-03,JN.1.47.2,2
2024-03,JN.1.48,1
2024-03,JN.1.48.1,5
2024-03,JN.1.48.2,1
2024-03,JN.1.48.3,2
2024-03,JN.1.49,6
2024-03,JN.1.49.1,3
2024-03,JN.1.49.2,1
2024-03,JN.1.5,51
2024-03,JN.1.51,10
2024-03,JN.1.51.1,1
2024-03,JN.1.52,38
2024-03,JN.1.53,12
2024-03,JN.1.53.1,2
2024-03,JN.1.54,2
2024-03,JN.1.55,8
2024-03,JN.1.56,5
2024-03,JN.1.57,2
2024-03,JN.1.57.1,2
2024-03,JN.1.58,12
2024-03,JN.1.58.1,1
